algorithm,scale,seed,node_num,need_points,subtask_num,task_num,robot_num,station_num,order_num,sku_num,tote_num,sp1_subtask_num,sp1_avg_unique_sku_per_subtask,sp1_avg_sku_units_per_subtask,sp2_max_station_load,sp2_station_load_variance,sp3_task_num,sp3_sorting_cost_total,sp3_noise_tote_total,sp4_max_arrival_stack,sp4_max_arrival_station,sp4_assigned_robot_num,station_utilization_mean,station_idle_total,robot_busy_time_total,robot_utilization_mean,noise_ratio,task_per_subtask,unmet_sku_total,unmet_subtask_count,global_makespan,runtime_total_sec,runtime_sp1_sec,runtime_sp2_sec,runtime_sp3_sec,runtime_sp4_sec,runtime_sim_sec
baseline,SMALL,42,42,42,7,19,2,2,2,60,200,7.0,5.0,15.428571428571429,4.0,0.25,19.0,20.0,10.0,324.0,359.0,2.0,0.4114832535885168,422.0,53.0,0.06339712918660287,0.2857142857142857,2.7142857142857144,0,0,418.0,2.158184500003699,0.0009486000053584576,0.0001373999984934926,0.0031561999931000173,1.014556200010702,8.080000407062471e-05
