scale,seed,sp1_subtask_num,sp1_avg_unique_sku_per_subtask,sp2_max_station_load,sp2_station_load_variance,sp3_task_num,sp3_sorting_cost_total,sp3_noise_tote_total,sp4_max_arrival_stack,sp4_max_arrival_station,global_makespan,runtime_total_sec,runtime_sp1_sec,runtime_sp2_sec,runtime_sp3_sec,runtime_sp4_sec
SMALL,42,7.0,5.0,4.0,0.25,19.0,20.0,10.0,324.0,359.0,418.0,2.158184500003699,0.0009486000053584576,0.0001373999984934926,0.0031561999931000173,1.014556200010702
