iter,layer,candidate_rank,candidate_stage,destroy_operator,repair_operator,fallback_used,projection_mode,projection_repaired_subtask_count,F_raw,F_cal,duplicate_tote_count,duplicate_tote_penalty,candidate_signature,selected_for_sa
4,Z,2,rough,z_destroy_multistack_window,z_repair_bounded_detour_window,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_multistack_window', ((0, (5, 6)),), 'z_repair_bounded_detour_window', (1547, 941), ('FLIP',))",False
5,Z,2,rough,z_destroy_detour_window,z_repair_sort_range_shrink_first,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((1, (8, 9)),), 'z_repair_sort_range_shrink_first', (1547, 1457), ('SORT',))",False
5,Z,3,rough,z_destroy_mode_window,z_repair_mode_toggle_contextual,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)),), 'z_repair_mode_toggle_contextual', (1547, 1457), ('SORT',))",False
5,Z,1,rough,z_destroy_noise_window,z_repair_bounded_detour_window,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((0, (5, 6)),), 'z_repair_bounded_detour_window', (1547, 941), ('FLIP',))",False
6,Z,2,rough,z_destroy_detour_window,z_repair_sort_range_shrink_first,False,,0,869.1504861111113,869.1504861111113,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)),), 'z_repair_sort_range_shrink_first', (1547, 941), ('SORT',))",False
6,Z,3,rough,z_destroy_multistack_window,z_repair_sort_range_shrink_first,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_multistack_window', ((1, (8, 9)),), 'z_repair_sort_range_shrink_first', (1547, 1457), ('SORT',))",False
6,Z,1,rough,z_destroy_multistack_window,z_repair_same_stack_window,False,,0,801.5804861111111,801.5804861111111,0,0.0,"('Z', 'z_destroy_multistack_window', ((5, (0, 1, 2)),), 'z_repair_same_stack_window', (1916, 938), ('FLIP',))",False
7,Z,2,rough,z_destroy_mode_window,z_repair_mode_toggle_contextual,False,,0,897.4017361111112,897.4017361111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)), (3, (10,))), 'z_repair_mode_toggle_contextual', (207, 1302, 1547, 1457), ('SORT', 'SORT'))",False
7,Z,3,rough,z_destroy_detour_window,z_repair_mode_toggle_contextual,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((1, (8, 9)),), 'z_repair_mode_toggle_contextual', (1547, 1457), ('SORT',))",False
7,Z,1,rough,z_destroy_detour_window,z_repair_mode_toggle_contextual,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)),), 'z_repair_mode_toggle_contextual', (1547, 941), ('FLIP',))",False
8,Z,2,rough,z_destroy_noise_window,z_repair_sort_range_shrink_first,False,,0,897.4017361111112,897.4017361111112,0,0.0,"('Z', 'z_destroy_noise_window', ((1, (8, 9)), (3, (10,))), 'z_repair_sort_range_shrink_first', (207, 1302, 1547, 1457), ('SORT', 'SORT'))",False
8,Z,3,rough,z_destroy_detour_window,z_repair_same_stack_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((1, (8, 9)),), 'z_repair_same_stack_window', (1547, 1457), ('SORT',))",False
8,Z,1,rough,z_destroy_mode_window,z_repair_bounded_detour_window,False,,0,897.4017361111112,897.4017361111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)), (3, (10,))), 'z_repair_bounded_detour_window', (207, 1302, 1547, 1457), ('SORT', 'SORT'))",False
9,Z,1,rough,z_destroy_detour_window,z_repair_same_stack_window,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)),), 'z_repair_same_stack_window', (1547, 941), ('FLIP',))",False
9,Z,3,rough,z_destroy_noise_window,z_repair_sort_range_shrink_first,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((1, (8, 9)),), 'z_repair_sort_range_shrink_first', (1547, 1457), ('SORT',))",False
9,Z,2,rough,z_destroy_multistack_window,z_repair_bounded_detour_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_multistack_window', ((1, (8, 9)),), 'z_repair_bounded_detour_window', (1547, 1457), ('SORT',))",False
10,Z,1,rough,z_destroy_detour_window,z_repair_bounded_detour_window,False,,0,857.5004861111112,857.5004861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)), (2, (7,))), 'z_repair_bounded_detour_window', (938, 1302, 1547, 941), ('SORT', 'FLIP'))",False
10,Z,2,rough,z_destroy_mode_window,z_repair_sort_range_shrink_first,False,,0,897.4017361111112,897.4017361111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)), (3, (10,))), 'z_repair_sort_range_shrink_first', (207, 1302, 1547, 1457), ('SORT', 'SORT'))",False
11,Z,1,rough,z_destroy_noise_window,z_repair_mode_toggle_contextual,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((0, (5, 6)),), 'z_repair_mode_toggle_contextual', (1547, 941), ('FLIP',))",False
11,Z,3,rough,z_destroy_detour_window,z_repair_bounded_detour_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((1, (8, 9)),), 'z_repair_bounded_detour_window', (1547, 1457), ('SORT',))",False
11,Z,2,rough,z_destroy_detour_window,z_repair_sort_range_shrink_first,False,,0,890.1204861111112,890.1204861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((1, (8, 9)), (2, (7,))), 'z_repair_sort_range_shrink_first', (938, 1302, 1547, 1457), ('SORT', 'SORT'))",False
12,Z,1,rough,z_destroy_mode_window,z_repair_mode_toggle_contextual,False,,0,857.5004861111112,857.5004861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((0, (5, 6)), (2, (7,))), 'z_repair_mode_toggle_contextual', (938, 1302, 1547, 941), ('SORT', 'FLIP'))",False
12,Z,3,rough,z_destroy_noise_window,z_repair_bounded_detour_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((1, (8, 9)),), 'z_repair_bounded_detour_window', (1547, 1457), ('SORT',))",False
12,Z,2,rough,z_destroy_detour_window,z_repair_bounded_detour_window,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)),), 'z_repair_bounded_detour_window', (1547, 941), ('FLIP',))",False
13,Z,1,rough,z_destroy_multistack_window,z_repair_sort_range_shrink_first,False,,0,810.9004861111111,810.9004861111111,0,0.0,"('Z', 'z_destroy_multistack_window', ((5, (0, 1, 2)),), 'z_repair_sort_range_shrink_first', (1916, 938), ('SORT',))",False
13,Z,3,rough,z_destroy_noise_window,z_repair_bounded_detour_window,False,,0,918.0804861111111,918.0804861111111,0,0.0,"('Z', 'z_destroy_noise_window', ((2, (7,)), (3, (10,))), 'z_repair_bounded_detour_window', (207, 1302, 938), ('SORT', 'SORT'))",False
13,Z,2,rough,z_destroy_noise_window,z_repair_same_stack_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((1, (8, 9)),), 'z_repair_same_stack_window', (1547, 1457), ('SORT',))",False
14,Z,3,rough,z_destroy_noise_window,z_repair_mode_toggle_contextual,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((1, (8, 9)),), 'z_repair_mode_toggle_contextual', (1547, 1457), ('SORT',))",False
14,Z,1,rough,z_destroy_multistack_window,z_repair_mode_toggle_contextual,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_multistack_window', ((0, (5, 6)),), 'z_repair_mode_toggle_contextual', (1547, 941), ('FLIP',))",False
14,Z,2,rough,z_destroy_multistack_window,z_repair_sort_range_shrink_first,False,,0,869.1504861111113,869.1504861111113,0,0.0,"('Z', 'z_destroy_multistack_window', ((0, (5, 6)),), 'z_repair_sort_range_shrink_first', (1547, 941), ('SORT',))",False
15,Z,1,rough,z_destroy_noise_window,z_repair_mode_toggle_contextual,False,,0,873.8104861111112,873.8104861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((0, (5, 6)), (3, (10,))), 'z_repair_mode_toggle_contextual', (207, 1302, 1547, 941), ('SORT', 'FLIP'))",False
15,Z,2,rough,z_destroy_mode_window,z_repair_same_stack_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)),), 'z_repair_same_stack_window', (1547, 1457), ('SORT',))",False
16,Z,1,rough,z_destroy_mode_window,z_repair_sort_range_shrink_first,False,,0,890.1204861111112,890.1204861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)), (2, (7,))), 'z_repair_sort_range_shrink_first', (938, 1302, 1547, 1457), ('SORT', 'SORT'))",False
16,Z,3,rough,z_destroy_mode_window,z_repair_sort_range_shrink_first,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)),), 'z_repair_sort_range_shrink_first', (1547, 1457), ('SORT',))",False
16,Z,2,rough,z_destroy_noise_window,z_repair_mode_toggle_contextual,False,,0,897.4017361111112,897.4017361111112,0,0.0,"('Z', 'z_destroy_noise_window', ((1, (8, 9)), (3, (10,))), 'z_repair_mode_toggle_contextual', (207, 1302, 1547, 1457), ('SORT', 'SORT'))",False
17,Z,2,rough,z_destroy_mode_window,z_repair_sort_range_shrink_first,False,,0,883.1304861111112,883.1304861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((0, (5, 6)), (3, (10,))), 'z_repair_sort_range_shrink_first', (207, 1302, 1547, 941), ('SORT', 'SORT'))",False
17,Z,1,rough,z_destroy_multistack_window,z_repair_bounded_detour_window,False,,0,801.5804861111111,801.5804861111111,0,0.0,"('Z', 'z_destroy_multistack_window', ((5, (0, 1, 2)),), 'z_repair_bounded_detour_window', (1916, 938), ('FLIP',))",False
17,Z,3,rough,z_destroy_mode_window,z_repair_bounded_detour_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)),), 'z_repair_bounded_detour_window', (1547, 1457), ('SORT',))",False
18,Z,1,rough,z_destroy_detour_window,z_repair_sort_range_shrink_first,False,,0,866.8204861111112,866.8204861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)), (2, (7,))), 'z_repair_sort_range_shrink_first', (938, 1302, 1547, 941), ('SORT', 'SORT'))",False
18,Z,2,rough,z_destroy_noise_window,z_repair_sort_range_shrink_first,False,,0,869.1504861111113,869.1504861111113,0,0.0,"('Z', 'z_destroy_noise_window', ((0, (5, 6)),), 'z_repair_sort_range_shrink_first', (1547, 941), ('SORT',))",False
18,Z,3,rough,z_destroy_mode_window,z_repair_mode_toggle_contextual,False,,0,918.0804861111111,918.0804861111111,0,0.0,"('Z', 'z_destroy_mode_window', ((2, (7,)), (3, (10,))), 'z_repair_mode_toggle_contextual', (938, 1302, 207), ('SORT', 'SORT'))",False
19,Z,1,rough,z_destroy_multistack_window,z_repair_mode_toggle_contextual,False,,0,801.5804861111111,801.5804861111111,0,0.0,"('Z', 'z_destroy_multistack_window', ((5, (0, 1, 2)),), 'z_repair_mode_toggle_contextual', (1916, 938), ('FLIP',))",False
19,Z,3,rough,z_destroy_detour_window,z_repair_same_stack_window,False,,0,901.7704861111112,901.7704861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((1, (8, 9)),), 'z_repair_same_stack_window', (1547, 1457), ('SORT',))",False
19,Z,2,rough,z_destroy_multistack_window,z_repair_same_stack_window,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_multistack_window', ((0, (5, 6)),), 'z_repair_same_stack_window', (1547, 941), ('FLIP',))",False
20,Z,3,rough,z_destroy_mode_window,z_repair_mode_toggle_contextual,False,,0,890.1204861111112,890.1204861111112,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)), (2, (7,))), 'z_repair_mode_toggle_contextual', (938, 1302, 1547, 1457), ('SORT', 'SORT'))",False
20,Z,1,rough,z_destroy_detour_window,z_repair_same_stack_window,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)),), 'z_repair_same_stack_window', (1547, 941), ('FLIP',))",False
20,Z,2,rough,z_destroy_noise_window,z_repair_same_stack_window,False,,0,859.8304861111112,859.8304861111112,0,0.0,"('Z', 'z_destroy_noise_window', ((0, (5, 6)),), 'z_repair_same_stack_window', (1547, 941), ('FLIP',))",False
21,X,3,exact,x_destroy_spatial_outliers,x_repair_affinity_pack,False,greedy_repair,2,890.116875,890.116875,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 0, 0, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0'), 1, 0, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0', '1:2:0', '1:3:0', '1:5:0'), 1, 1, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 3, 0, ((207, 'SORT', (27, 28, 29), (3, 5)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 2, 0, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 1, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",False
21,X,1,exact,x_destroy_over_capacity_release,x_repair_route_span_min,False,greedy_repair,1,856.1502083333335,856.1502083333335,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 0, 0, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0', '1:2:0', '1:3:0', '1:5:0'), 1, 0, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0'), 2, 0, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 3, 0, ((1302, 'SORT', (112, 113, 114), (0, 2)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 2, 1, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 1, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",True
21,X,2,exact,x_destroy_low_consolidation,x_repair_affinity_pack,False,greedy_repair,1,871.4804861111112,871.4804861111112,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 0, 0, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0', '1:2:0', '1:3:0', '1:5:0'), 1, 0, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0'), 2, 0, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 3, 0, ((207, 'SORT', (27, 28, 29), (3, 5)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 2, 1, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 1, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",False
22,Y,1,rough,y_destroy_initial_idle_head,y_repair_arrival_aware_rank,False,,0,860.7053278786374,860.7045341781114,0,0.0,"('Y', 'y_destroy_initial_idle_head', ((0, 0, 0),), 'y_repair_arrival_aware_rank', ((0, 3, 1),))",False
22,Y,3,rough,y_destroy_max_tardiness_blocker,y_repair_arrival_aware_rank,False,,0,922.5254017941177,922.5246080935917,0,0.0,"('Y', 'y_destroy_max_tardiness_blocker', ((1, 1, 0), (5, 0, 1)), 'y_repair_arrival_aware_rank', ((1, 3, 1), (5, 2, 2)))",False
22,Y,2,rough,y_destroy_cross_station_fragment,y_repair_load_balance,False,,0,890.9753346080013,890.9745409074753,0,0.0,"('Y', 'y_destroy_cross_station_fragment', ((1, 1, 0), (2, 2, 0)), 'y_repair_load_balance', ((1, 2, 1), (2, 3, 1)))",False
22,Y,1,exact,y_destroy_initial_idle_head,y_repair_arrival_aware_rank,False,,0,861.2134027777778,861.2133649825147,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 3, 1, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0', '1:2:0', '1:3:0', '1:5:0'), 1, 0, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0'), 2, 0, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 3, 0, ((1302, 'SORT', (112, 113, 114), (0, 2)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 2, 1, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 0, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",True
23,Z,2,rough,z_destroy_detour_window,z_repair_mode_toggle_contextual,False,,0,849.5634027777778,849.5673489853734,0,0.0,"('Z', 'z_destroy_detour_window', ((0, (5, 6)),), 'z_repair_mode_toggle_contextual', (1547, 941), ('FLIP',))",False
23,Z,1,rough,z_destroy_multistack_window,z_repair_same_stack_window,False,,0,791.3134027777778,791.3477227252522,0,0.0,"('Z', 'z_destroy_multistack_window', ((5, (0, 1, 2)),), 'z_repair_same_stack_window', (1916, 938), ('FLIP',))",False
23,Z,3,rough,z_destroy_mode_window,z_repair_mode_toggle_contextual,False,,0,891.5034027777778,891.4854798926606,0,0.0,"('Z', 'z_destroy_mode_window', ((2, (7,)), (3, (11,))), 'z_repair_mode_toggle_contextual', (938, 1302, 1547), ('SORT', 'SORT'))",False
24,X,2,exact,x_destroy_over_capacity_release,x_repair_route_span_min,False,greedy_repair,2,879.8747916666667,879.8747916666667,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 3, 1, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0'), 1, 0, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0', '1:2:0', '1:3:0', '1:5:0'), 1, 1, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 3, 0, ((1302, 'SORT', (112, 113, 114), (0, 2)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 2, 0, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 0, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",False
24,X,1,exact,x_destroy_low_consolidation,x_repair_affinity_pack,False,greedy_repair,1,861.2134027777778,861.2117133541585,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 3, 1, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0', '1:2:0', '1:3:0', '1:5:0'), 1, 0, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0'), 2, 0, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 3, 0, ((1302, 'SORT', (112, 113, 114), (0, 2)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 2, 1, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 0, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",True
24,X,3,exact,x_destroy_group_boundary_release,x_repair_template_preserve,False,full_y_refresh,1,921.124375,921.124375,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 0, 5, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0', '1:2:0', '1:3:0', '1:5:0'), 0, 1, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0'), 0, 2, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 0, 4, ((1302, 'SORT', (112, 113, 114), (0, 2)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 0, 3, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 0, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",False
25,Y,2,rough,y_destroy_initial_idle_head,y_repair_arrival_aware_rank,False,,0,861.2134027777778,861.2094441314882,0,0.0,"('Y', 'y_destroy_initial_idle_head', ((0, 3, 1),), 'y_repair_arrival_aware_rank', ((0, 3, 1),))",False
25,Y,1,rough,y_destroy_congested_station_block,y_repair_arrival_aware_rank,False,,0,856.6582832324739,856.5641661959385,0,0.0,"('Y', 'y_destroy_congested_station_block', ((0, 3, 1), (3, 3, 0)), 'y_repair_arrival_aware_rank', ((0, 2, 2), (3, 3, 0)))",False
25,Y,3,rough,y_destroy_cross_station_fragment,y_repair_arrival_aware_rank,False,,0,913.1911150761891,914.2159388411802,0,0.0,"('Y', 'y_destroy_cross_station_fragment', ((1, 1, 0), (2, 2, 0)), 'y_repair_arrival_aware_rank', ((1, 2, 1), (2, 3, 2)))",False
25,Y,1,exact,y_destroy_congested_station_block,y_repair_arrival_aware_rank,False,,0,842.9509027777779,842.9615933569289,0,0.0,"((0, (0, ('0:23:0', '0:2:0', '0:3:0'), 2, 2, ((1547, 'FLIP', (89,), None), (941, 'FLIP', (85,), None)))), (1, (1, ('1:11:0', '1:13:0', '1:1:0', '1:2:0', '1:3:0', '1:5:0'), 1, 0, ((1547, 'SORT', (92, 93, 94, 95), (2, 5)), (1457, 'FLIP', (6,), None)))), (2, (1, ('1:18:0', '1:26:0'), 2, 0, ((938, 'SORT', (46, 47), (1, 2)),))), (3, (2, ('2:16:0', '2:2:0', '2:3:0', '2:4:0', '2:5:0'), 3, 0, ((1302, 'SORT', (112, 113, 114), (0, 2)),))), (4, (3, ('3:0:0', '3:10:0', '3:1:0', '3:9:0'), 2, 1, ((1582, 'FLIP', (17,), None), (941, 'FLIP', (82,), None)))), (5, (4, ('4:0:0', '4:26:0', '4:2:0', '4:3:0', '4:4:0', '4:6:0'), 0, 0, ((1916, 'FLIP', (33,), None), (938, 'FLIP', (45,), None), (336, 'FLIP', (3,), None)))))",True
26,Z,3,rough,z_destroy_detour_window,z_repair_sort_range_shrink_first,False,,0,873.2409027777778,873.2395296062969,0,0.0,"('Z', 'z_destroy_detour_window', ((1, (8, 9)),), 'z_repair_sort_range_shrink_first', (1547, 1457), ('SORT',))",False
26,Z,1,rough,z_destroy_mode_window,z_repair_sort_range_shrink_first,False,,0,835.3784027777779,835.3786336677632,0,0.0,"('Z', 'z_destroy_mode_window', ((1, (8, 9)), (3, (11,))), 'z_repair_sort_range_shrink_first', (1302, 1547, 1457), ('SORT', 'SORT'))",False
