scale,seed,sp1_subtask_num,sp1_avg_unique_sku_per_subtask,sp2_max_station_load,sp2_station_load_variance,sp3_task_num,sp3_sorting_cost_total,sp3_noise_tote_total,sp4_max_arrival_stack,sp4_max_arrival_station,global_makespan,runtime_total_sec,runtime_sp1_sec,runtime_sp2_sec,runtime_sp3_sec,runtime_sp4_sec
SMALL,42,7.0,5.0,4.0,0.25,18.0,24.0,12.0,336.0,390.0,473.0,2.1442722999927355,0.0006406000029528514,7.359999290201813e-05,0.002816799998981878,1.0123405000049388
