scale,baseline_count,tra_count,baseline_makespan_mean,baseline_runtime_mean,tra_makespan_mean,tra_makespan_best,tra_makespan_worst,tra_makespan_std,tra_cv,tra_p95,tra_p99,tra_runtime_mean,tra_runtime_total,tra_failure_count
SMALL,1,1,473.0,2.1442722999927355,408.0,408.0,408.0,0.0,0.0,408.0,408.0,3.093032899996615,3.093032899996615,0
