iter,focus,selected_resource_layer,destroy_operator,repair_operator,fallback_repair_used,projection_mode,projection_repaired_subtask_count,effective_destroy_mu,effective_destroy_budget,destroy_tier,heavy_destroy_active,force_rotate_used,x_temp_boost_used,local_obj,Sx,Sy,Sz,F_raw,F_cal,residual_hat,residual_decay_alpha,residual_conf_alpha,duplicate_tote_count,duplicate_tote_penalty,coverage_hard_reject,unmet_sku_total,candidate_hard_reject_reason,candidate_pool_target_size,candidate_pool_generated_count,candidate_pool_unique_count,candidate_pool_attempt_count,candidate_pool_exact_count,candidate_pool_best_f_raw,candidate_pool_best_f_cal,selected_candidate_rank,joint_colocated_sort_postprocess_triggered,joint_colocated_sort_postprocess_candidate_groups,joint_colocated_sort_postprocess_submitted,joint_colocated_sort_postprocess_applied,joint_colocated_sort_postprocess_makespan_gain,joint_colocated_sort_postprocess_rejected_capacity,joint_colocated_sort_postprocess_rejected_interval_illegal,joint_colocated_sort_postprocess_rejected_noise,joint_colocated_sort_postprocess_rejected_eval_not_better,joint_colocated_sort_postprocess_rejected_validation,joint_colocated_sort_postprocess_rejected_target_conflict,empty_candidate_penalized,layer_cooldown_remaining,stagnation_increment,used_exact_eval_cache,exact_eval_cache_hit_count,consecutive_exact_cache_hit_count,adaptive_destroy_bonus,consecutive_fail_count_x,x_layer_dynamic_multiplier,x_failure_cooldown_remaining,local_accept,global_eval_triggered,validation_trigger,validated_makespan,catastrophic_rollback,z,best_z,improved,sa_temperature,sa_accept_prob,iter_runtime_sec,global_eval_time_sec,lkh_call_count
40,Y,Y,y_destroy_load_skew_release,y_repair_regret2_station,False,,0,0.1,2,base,False,True,False,3114.959241584565,0.48644230769230773,0.2921331294822674,3.5461412151067324,3114.959241584565,3114.959241584565,-0.021844019548123067,0.0,0.5604395604395604,0,0.0,False,0,,3,3,1,4,1,3114.959241584565,3114.959241584565,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,18,0,0.0,0,0.1,7,False,False,,nan,False,336.0,336.0,False,2.7055190855811184,2.1747547223711063e-09,0.09411539999928209,0.0,5
41,Z,Z,,,False,,0,0.1,2,base,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,18,0,0.0,0,0.1,6,False,False,,nan,False,336.0,336.0,False,2.570243131302062,0.0,0.023855500001445762,0.0,5
42,Y,Y,y_destroy_rank_window_release,y_repair_earliest_finish,False,,0,0.1,2,base,False,True,False,3081.462833538588,0.3664423076923077,0.2772881054131054,3.6237274220032845,3081.462833538588,3081.462833538588,0.002505227996810724,0.0,0.5604395604395604,0,0.0,False,0,,3,3,1,5,1,3081.462833538588,3081.462833538588,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,19,1,0.0,0,0.1,5,False,False,,nan,False,336.0,336.0,False,2.441730974736959,0.000228742262489438,0.09864479999851028,0.0,5
43,Z,Z,,,False,,0,0.1,2,base,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,5,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,19,0,0.0,0,0.1,4,False,False,,nan,False,336.0,336.0,False,2.319644426000111,0.0,0.02370599999994738,0.0,5
44,Y,Y,y_destroy_load_skew_release,y_repair_load_balance,False,,0,0.1,2,base,False,True,False,3081.462833538588,0.3664423076923077,0.2772881054131054,3.6237274220032845,3081.462833538588,3081.462833538588,0.002505227996810724,0.0,0.5604395604395604,0,0.0,False,0,,3,3,1,5,1,3081.462833538588,3081.462833538588,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,20,1,0.0,0,0.1,3,False,False,,nan,False,336.0,336.0,False,2.2036622047001053,9.247722856761286e-05,0.10362079999868001,0.0,5
45,Z,Z,,,False,,0,0.1,2,base,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,5,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,20,0,0.0,0,0.1,2,False,False,,nan,False,336.0,336.0,False,2.0934790944651,0.0,0.024198500001148204,0.0,5
46,Y,Y,y_destroy_load_skew_release,y_repair_arrival_aware_rank,False,,0,0.1,2,base,False,True,False,3081.462833538588,0.3664423076923077,0.2772881054131054,3.6237274220032845,3081.462833538588,3081.462833538588,0.002505227996810724,0.0,0.5604395604395604,0,0.0,False,0,,3,3,1,7,1,3081.462833538588,3081.462833538588,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,21,1,0.0,0,0.1,1,False,False,,nan,False,336.0,336.0,False,1.988805139741845,3.390255834186983e-05,0.14031460000114748,0.0,5
47,Z,Z,,,False,,0,0.1,2,base,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,21,0,0.0,0,0.1,0,False,False,,nan,False,336.0,336.0,False,1.8893648827547527,0.0,0.018346400000154972,0.0,5
48,X,X,,,False,,0,0.1,5,base,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,no_candidate_pool,3,0,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,0.0,False,21,0,0.0,1,0.1,0,False,False,,nan,False,336.0,336.0,False,1.7948966386170149,0.0,0.0008851999991748016,0.0,5
49,Y,Y,y_destroy_congested_station_block,y_repair_regret2_station,False,,0,0.1,2,base,False,True,False,3081.462833538588,0.3664423076923077,0.2772881054131054,3.6237274220032845,3081.462833538588,3081.462833538588,0.002505227996810724,0.0,0.5604395604395604,0,0.0,False,0,,3,3,1,6,1,3081.462833538588,3081.462833538588,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,22,1,0.0,1,0.1,0,False,False,,nan,False,336.0,336.0,False,1.705151806686164,6.119038099852324e-06,0.12658190000001923,0.0,5
50,Z,Z,,,False,,0,0.1,2,base,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,4,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,22,0,0.0,1,0.1,0,False,False,,nan,False,336.0,336.0,False,1.6198942163518557,0.0,0.018492999999580206,0.0,5
51,Y,Y,y_destroy_load_skew_release,y_repair_earliest_finish,False,,0,0.1,2,base,False,True,False,3081.462833538588,0.3664423076923077,0.2772881054131054,3.6237274220032845,3081.462833538588,3081.462833538588,0.002505227996810724,0.0,0.5604395604395604,0,0.0,False,0,,3,3,1,5,1,3081.462833538588,3081.462833538588,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,23,1,0.0,1,0.1,0,False,False,,nan,False,336.0,336.0,False,1.538899505534263,1.67290639930423e-06,0.09460539999963657,0.0,5
52,Z,Z,,,False,,0,0.2,4,medium,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,23,0,0.0,1,0.1,0,False,False,,nan,False,336.0,336.0,False,1.4619545302575496,0.0,0.02682699999968463,0.0,5
53,X,X,,,False,,0,0.2,10,medium,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,no_candidate_pool,3,0,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,0.0,False,23,0,0.0,2,0.1,0,False,False,,nan,False,336.0,336.0,False,1.388856803744672,0.0,0.0008790000010776566,0.0,5
54,Y,Y,y_destroy_initial_idle_head,y_repair_arrival_aware_rank,False,,0,0.2,3,medium,False,True,False,3071.622416871922,0.42644230769230773,0.30046688034188035,3.5237274220032844,3071.622416871922,3071.622416871922,-0.0059899311782085985,0.0,0.12087912087912078,0,0.0,False,0,,3,3,1,5,1,3071.622416871922,3071.622416871922,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,24,1,0.0,2,0.1,0,False,False,,nan,False,336.0,336.0,False,1.3194139635574385,0.0003173837715427907,0.1362223999985872,0.0,5
55,Z,Z,,,False,,0,0.2,4,medium,False,True,False,3060.9963823891626,0.3864423076923077,0.2740268567639257,3.5720032840722498,3060.9963823891626,3060.9940111069204,-0.007528351850819816,0.3149802624737183,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,24,0,0.0,2,0.1,0,False,False,,nan,False,336.0,336.0,False,1.2534432653795664,0.0,0.024065399999017245,0.0,5
56,Y,Y,y_destroy_congested_station_block,y_repair_arrival_aware_rank,False,,0,0.2,3,medium,False,True,False,3041.6259082512315,0.3664423076923077,0.28677700412614204,3.5461412151067324,3041.6259082512315,3041.6259082512315,0.0009187368278982342,0.0,0.7802197802197802,0,0.0,False,0,,3,3,1,3,1,3041.6259082512315,3041.6259082512315,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,24,0,0.0,2,0.1,0,True,True,periodic,354.0,False,354.0,336.0,False,1.190771102110588,1.0,2.257037400000627,2.0473447000003944,6
57,Z,Z,,,False,,0,0.1,2,base,False,True,False,3041.6259082512315,0.3664423076923077,0.28677700412614204,3.5461412151067324,3041.6259082512315,3041.6259082512315,0.0009187368278982342,0.0,0.7802197802197802,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,24,0,0.0,2,0.1,0,False,False,,nan,False,336.0,336.0,False,1.1312325470050586,0.0,0.06204760000036913,0.0,6
58,X,X,x_destroy_over_capacity_release,x_repair_template_preserve,False,greedy_repair,1,0.1,5,base,False,True,True,3041.6259082512315,0.3664423076923077,0.28677700412614204,3.5461412151067324,3041.6259082512315,3041.62207062676,-0.006091849123506995,0.6299605249474366,1.0,0,0.0,False,0,,3,8,2,12,2,3041.6259082512315,3041.62207062676,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,25,1,0.0,0,0.1,0,True,True,operator_route_precheck,354.0,False,354.0,336.0,False,2.1493418393096113,1.0,2.3779819999999745,2.039893099999972,7
59,Y,Y,y_destroy_rank_window_release,y_repair_arrival_aware_rank,False,,0,0.1,2,base,False,True,False,3063.5297157224963,0.3864423076923077,0.27835734109441,3.5720032840722498,3063.5297157224963,3063.5267624161015,-0.006639311633875748,0.7937005259840998,0.5604395604395604,0,0.0,False,0,,3,3,1,4,1,3063.5297157224963,3063.5267624161015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,27,0,0.0,0,0.1,0,False,False,,nan,False,336.0,336.0,False,1.0209373736720653,4.808476728667698e-10,0.09788680000019667,0.0,7
60,Z,Z,,,False,,0,0.1,2,base,False,True,False,3041.6259082512315,0.3664423076923077,0.28677700412614204,3.5461412151067324,3041.6259082512315,3041.62207062676,-0.006091849123506995,0.6299605249474366,1.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,27,0,0.0,0,0.1,0,False,False,,nan,False,336.0,336.0,False,0.969890504988462,0.0,0.06535430000076303,0.0,7
