算例名称,BOM数目,SKU总数,tote数,工作台数,机器人数,stack数,地图大小,上界,下界,gap,model_objective,model_cmax,total_span_overrun,total_deadline_overrun,bom_arrival_window_violating_order_count,model_gap,scale,status,warm_start_enabled,runtime_sec,solver_runtime_sec,gurobi_runtime_sec,gurobi_solve_time_sec,model_best_bound,model_status_code,model_sol_count,运行时间
GUROBI-M2,6,42,172,4,5,30,4x5,557.000000,531.486727,0.046852,557.612000,557.000000,0.000000,79.000000,0,0.046852,GUROBI-M2,TIME_LIMIT,False,3605.140724,3601.998654,3601.014000,3601.090648,531.486727,9,10,3605.140724
