scale,result_root,best_z,total_runtime_sec,iter_count,coverage_ok,verification_status
SMALL,D:\研究生\毕设代码\DeepNCO\result\tra_vns_case_SMALL_20260320_194130,375.0,350.3664655999746,11,True,PASS
