algorithm,scale,run_id,seed,best_z,runtime_sec,iter_count,skip_ratio,sp2_best_z,sp3_best_z,sp4_best_z,sp2_lb_mean,sp3_lb_mean,sp4_lb_mean,status
tra,SMALL,0,42,604.0,7.292710999987321,4,0.25,646.0,604.0,nan,175.0,550.0,0.0,ok
