algorithm,scale,seed,node_num,need_points,subtask_num,task_num,robot_num,station_num,order_num,sku_num,tote_num,sp1_subtask_num,sp1_avg_unique_sku_per_subtask,sp1_avg_sku_units_per_subtask,sp2_max_station_load,sp2_station_load_variance,sp3_task_num,sp3_sorting_cost_total,sp3_noise_tote_total,sp4_max_arrival_stack,sp4_max_arrival_station,sp4_assigned_robot_num,station_utilization_mean,station_idle_total,robot_busy_time_total,robot_utilization_mean,noise_ratio,task_per_subtask,global_makespan,runtime_total_sec,runtime_sp1_sec,runtime_sp2_sec,runtime_sp3_sec,runtime_sp4_sec,runtime_sim_sec
baseline,SMALL,42,43,43,0,0,2,2,2,60,200,7.0,5.0,15.428571428571429,4.0,0.25,19.0,24.0,12.0,326.0,346.0,2.0,0.4084507042253521,426.0,54.0,0.06338028169014084,0.3157894736842105,2.7142857142857144,426.0,121.167472000001,0.000454099994385615,2.1200001356191933e-05,0.002740099997026846,120.01063530000101,8.120000711642206e-05
