scale,baseline_count,tra_count,baseline_makespan_mean,baseline_runtime_mean,tra_makespan_mean,tra_makespan_best,tra_makespan_worst,tra_makespan_std,tra_cv,tra_p95,tra_p99,tra_runtime_mean,tra_runtime_total,tra_failure_count
SMALL,1,1,426.0,121.167472000001,604.0,604.0,604.0,0.0,0.0,604.0,604.0,7.292710999987321,7.292710999987321,0
