scale,seed,sp1_subtask_num,sp1_avg_unique_sku_per_subtask,sp2_max_station_load,sp2_station_load_variance,sp3_task_num,sp3_sorting_cost_total,sp3_noise_tote_total,sp4_max_arrival_stack,sp4_max_arrival_station,global_makespan,runtime_total_sec,runtime_sp1_sec,runtime_sp2_sec,runtime_sp3_sec,runtime_sp4_sec
SMALL,42,7.0,5.0,4.0,0.25,19.0,24.0,12.0,326.0,346.0,426.0,121.167472000001,0.000454099994385615,2.1200001356191933e-05,0.002740099997026846,120.01063530000101
