iter,focus,selected_resource_layer,destroy_operator,repair_operator,fallback_repair_used,projection_mode,projection_repaired_subtask_count,effective_destroy_mu,effective_destroy_budget,destroy_tier,heavy_destroy_active,force_rotate_used,x_temp_boost_used,local_obj,Sx,Sy,Sz,F_raw,F_cal,residual_hat,residual_decay_alpha,residual_conf_alpha,duplicate_tote_count,duplicate_tote_penalty,coverage_hard_reject,unmet_sku_total,candidate_hard_reject_reason,candidate_pool_target_size,candidate_pool_generated_count,candidate_pool_unique_count,candidate_pool_attempt_count,candidate_pool_exact_count,candidate_pool_best_f_raw,candidate_pool_best_f_cal,selected_candidate_rank,joint_colocated_sort_postprocess_triggered,joint_colocated_sort_postprocess_candidate_groups,joint_colocated_sort_postprocess_submitted,joint_colocated_sort_postprocess_applied,joint_colocated_sort_postprocess_makespan_gain,joint_colocated_sort_postprocess_rejected_capacity,joint_colocated_sort_postprocess_rejected_interval_illegal,joint_colocated_sort_postprocess_rejected_noise,joint_colocated_sort_postprocess_rejected_eval_not_better,joint_colocated_sort_postprocess_rejected_validation,joint_colocated_sort_postprocess_rejected_target_conflict,empty_candidate_penalized,layer_cooldown_remaining,stagnation_increment,used_exact_eval_cache,exact_eval_cache_hit_count,consecutive_exact_cache_hit_count,adaptive_destroy_bonus,consecutive_fail_count_x,x_layer_dynamic_multiplier,x_failure_cooldown_remaining,local_accept,global_eval_triggered,validation_trigger,validated_makespan,catastrophic_rollback,z,best_z,improved,sa_temperature,sa_accept_prob,iter_runtime_sec,global_eval_time_sec,lkh_call_count
13,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661424,0.2011904761904762,0.267011424614852,2.2211009174311926,782.1321974661424,782.1321974661424,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,5,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,0,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,10.807201753252736,0.0,0.013635299999805284,0.0,0
14,X,X,x_destroy_low_consolidation,x_repair_affinity_pack,False,greedy_repair,1,0.1,3,base,False,False,True,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,,3,9,1,12,1,782.1321974661425,782.1321974661425,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,1,1,0.0,0,1.0,0,True,False,periodic_skip_same_config,nan,False,212.0,212.0,False,20.533683331180196,0.9999999999999944,0.16722619999927701,0.0,0
15,X,X,x_destroy_spatial_outliers,x_repair_template_preserve,False,greedy_repair,1,0.1,3,base,False,False,True,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,,3,5,1,12,1,782.1321974661425,782.1321974661425,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,8,2,0.0,0,1.0,0,True,True,operator_route_precheck,212.0,False,212.0,212.0,False,19.506999164621185,1.0,0.2956076000009489,0.23798830000123417,1
16,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,7,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,9.265824603195062,0.0,0.04717239999990852,0.0,1
17,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,8.802533373035308,0.0,0.01355139999941457,0.0,1
18,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,4,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,8.362406704383542,0.0,0.014261000000260537,0.0,1
19,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,6,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,7.944286369164364,0.0,0.01475410000057309,0.0,1
20,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,8,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,7.547072050706145,0.0,0.015421500000229571,0.0,1
21,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,7,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,7.169718448170838,0.0,0.012443600000551669,0.0,1
22,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,9,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,6.811232525762295,0.0,0.017235600000276463,0.0,1
23,Z,Z,,,False,,0,0.1,2,base,False,False,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,0,1.0,0,False,False,,nan,False,212.0,212.0,False,6.470670899474181,0.0,0.014102700000876212,0.0,1
24,X,X,,,False,,0,0.1,3,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,coverage_hard_reject,3,1,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,12,0,0.0,1,1.0,0,False,False,,nan,False,212.0,212.0,False,6.1471373545004715,0.0,0.02238770000076329,0.0,1
25,Y,Y,y_destroy_rank_window_release,y_repair_arrival_aware_rank,False,,0,0.1,2,base,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,3,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,14,1,0.0,1,1.0,0,False,False,,nan,False,212.0,212.0,False,5.839780486775448,0.018358686043553084,0.031744699999762815,0.0,1
26,Z,Z,,,False,,0,0.1,2,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,14,0,0.0,1,1.0,0,False,False,,nan,False,212.0,212.0,False,5.547791462436675,0.0,0.010377700000390178,0.0,1
27,X,X,,,False,,0,0.1,3,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,no_candidate_pool,3,0,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,0.0,False,14,0,0.0,2,1.0,0,False,False,,nan,False,212.0,212.0,False,5.270401889314841,0.0,0.0008385000000998843,0.0,1
28,Y,Y,y_destroy_max_tardiness_blocker,y_repair_load_balance,False,,0,0.1,2,base,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,3,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,15,1,0.0,2,1.0,0,False,False,,nan,False,212.0,212.0,False,5.0068817948490985,0.009441267224809478,0.0325728000007075,0.0,1
29,Z,Z,,,False,,0,0.1,2,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,7,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,15,0,0.0,2,1.0,0,False,False,,nan,False,212.0,212.0,False,4.756537705106643,0.0,0.0151943000000756,0.0,1
30,Y,Y,y_destroy_rank_window_release,y_repair_earliest_finish,False,,0,0.1,2,base,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,6,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,16,1,0.0,2,1.0,0,False,False,,nan,False,212.0,212.0,False,4.518710819851311,0.0057051392537809725,0.07037280000076862,0.0,1
31,Z,Z,,,False,,0,0.1,2,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,8,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,16,0,0.0,2,1.0,0,False,False,,nan,False,212.0,212.0,False,4.292775278858745,0.0,0.017233000000487664,0.0,1
32,X,X,,,False,,0,0.1,3,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,no_candidate_pool,3,0,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,0.0,False,16,0,0.0,0,0.1,10,False,False,,nan,False,212.0,212.0,False,4.0781365149158075,0.0,0.0005645000001095468,0.0,1
33,Y,Y,y_destroy_max_tardiness_blocker,y_repair_earliest_finish,False,,0,0.1,2,base,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,7,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,17,1,0.0,0,0.1,9,False,False,,nan,False,212.0,212.0,False,3.8742296891700168,0.0024155686792662486,0.07175880000067991,0.0,1
34,Z,Z,,,False,,0,0.1,2,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,17,0,0.0,0,0.1,8,False,False,,nan,False,212.0,212.0,False,3.680518204711516,0.0,0.017102800000429852,0.0,1
35,Y,Y,y_destroy_initial_idle_head,y_repair_earliest_finish,False,,0,0.1,2,base,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,3,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,18,1,0.0,0,0.1,7,False,False,,nan,False,212.0,212.0,False,3.49649229447594,0.0012597909752712516,0.035224399998696754,0.0,1
36,Z,Z,,,False,,0,0.1,2,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,5,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,18,0,0.0,0,0.1,6,False,False,,nan,False,212.0,212.0,False,3.3216676797521427,0.0,0.015320700000302168,0.0,1
37,Y,Y,y_destroy_congested_station_block,y_repair_load_balance,False,,0,0.1,2,base,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,5,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,19,1,0.0,0,0.1,5,False,False,,nan,False,212.0,212.0,False,3.1555842957645353,0.0006123988142697574,0.055276499999308726,0.0,1
38,Z,Z,,,False,,0,0.1,2,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,8,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,19,0,0.0,0,0.1,4,False,False,,nan,False,212.0,212.0,False,2.9978050809763084,0.0,0.01620059999913792,0.0,1
39,Y,Y,y_destroy_initial_idle_head,y_repair_regret2_station,False,,0,0.1,2,base,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,3,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,20,1,0.0,0,0.1,3,False,False,,nan,False,212.0,212.0,False,2.847914826927493,0.00027537673587636226,0.02655129999948258,0.0,1
40,Z,Z,,,False,,0,0.1,2,base,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,8,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,20,0,0.0,0,0.1,2,False,False,,nan,False,212.0,212.0,False,2.7055190855811184,0.0,0.01580439999997907,0.0,1
41,Y,Y,y_destroy_load_skew_release,y_repair_arrival_aware_rank,False,,0,0.2,2,medium,False,True,False,800.0803626037571,0.2011904761904762,0.3058010212913277,2.26697247706422,800.0803626037571,800.0803626037571,-0.001,0.0,0.18367346938775508,0,0.0,False,0,,3,3,1,7,1,800.0803626037571,800.0803626037571,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,20,0,0.0,0,0.1,1,False,False,,nan,False,212.0,212.0,False,2.570243131302062,0.0009274596944335496,0.08122480000020005,0.0,1
42,Z,Z,,,False,,0,0.2,3,medium,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,20,0,0.0,0,0.1,0,False,False,,nan,False,212.0,212.0,False,2.441730974736959,0.0,0.01414439999825845,0.0,1
43,X,X,,,False,,0,0.2,6,medium,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,no_candidate_pool,3,0,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,0.0,False,20,0,0.0,1,0.1,0,False,False,,nan,False,212.0,212.0,False,2.319644426000111,0.0,0.0007452999998349696,0.0,1
44,Y,Y,y_destroy_load_skew_release,y_repair_earliest_finish,False,,0,0.2,2,medium,False,True,False,820.285867190913,0.30119047619047623,0.33230266574346545,2.2357798165137615,820.285867190913,820.285867190913,-0.001,0.0,0.18367346938775508,0,0.0,False,0,,3,3,1,9,1,820.285867190913,820.285867190913,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,20,0,0.0,1,0.1,0,False,False,,nan,False,212.0,212.0,False,2.2036622047001053,3.025041290531507e-08,0.10162469999886525,0.0,1
45,Z,Z,,,False,,0,0.2,3,medium,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,20,0,0.0,1,0.1,0,False,False,,nan,False,212.0,212.0,False,2.0934790944651,0.0,0.014075500001126784,0.0,1
46,Y,Y,y_destroy_congested_station_block,y_repair_regret2_station,False,,0,0.2,2,medium,False,True,False,805.4776103101792,0.30119047619047623,0.2954799203738965,2.2027522935779817,805.4776103101792,805.4776103101792,-0.001,0.0,0.5918367346938775,0,0.0,False,0,,3,3,1,5,1,805.4776103101792,805.4776103101792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2,True,21,1,0.0,1,0.1,0,False,False,,nan,False,212.0,212.0,False,1.988805139741845,7.981283184003028e-06,0.0519893000000593,0.0,1
47,Z,Z,,,False,,0,0.2,3,medium,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,exact_candidate_fail,3,3,0,3,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,21,0,0.0,1,0.1,0,False,False,,nan,False,212.0,212.0,False,1.8893648827547527,0.0,0.013394999999945867,0.0,1
48,X,X,,,False,,0,0.2,6,medium,False,True,False,782.1321974661425,0.2011904761904762,0.267011424614852,2.221100917431193,782.1321974661425,782.1321974661425,0.0,0.0,0.0,0,0.0,False,0,coverage_hard_reject,3,1,0,12,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,False,21,0,0.0,2,0.1,0,False,False,,nan,False,212.0,212.0,False,1.7948966386170149,0.0,0.07113580000077491,0.0,1
