scale,seed,sp1_subtask_num,sp1_avg_unique_sku_per_subtask,sp2_max_station_load,sp2_station_load_variance,sp3_task_num,sp3_sorting_cost_total,sp3_noise_tote_total,sp4_max_arrival_stack,sp4_max_arrival_station,global_makespan,runtime_total_sec,runtime_sp1_sec,runtime_sp2_sec,runtime_sp3_sec,runtime_sp4_sec
SMALL,42,7.0,5.0,4.0,0.25,18.0,20.0,10.0,256.0,357.0,395.0,121.2067614000116,0.000968100008321926,0.0001821999903768301,0.0032521999964956194,120.01320349999878
