algorithm,scale,run_id,seed,best_z,runtime_sec,iter_count,skip_ratio,sp2_best_z,sp3_best_z,sp4_best_z,sp2_lb_mean,sp3_lb_mean,sp4_lb_mean,status
tra,SMALL,0,42,448.0,5.182775799999945,4,0.0,500.0,448.0,500.0,181.0,403.0,393.0,ok
