algorithm,scale,run_id,seed,node_num,need_points,subtask_num,task_num,robot_num,station_num,order_num,sku_num,tote_num,best_z,runtime_sec,iter_count,skip_ratio,sp2_best_z,sp3_best_z,sp4_best_z,sp2_lb_mean,sp3_lb_mean,sp4_lb_mean,unmet_sku_total,unmet_subtask_count,status
tra,SMALL,0,42,41,41,7,17,2,2,2,60,200,551.0,3.1068652999965707,2,0.0,nan,551.0,nan,0.0,497.0,0.0,0,0,ok
