scale,baseline_count,tra_count,baseline_makespan_mean,baseline_runtime_mean,tra_makespan_mean,tra_makespan_best,tra_makespan_worst,tra_makespan_std,tra_cv,tra_p95,tra_p99,tra_runtime_mean,tra_runtime_total,tra_failure_count
SMALL,1,1,418.0,2.174321200000122,551.0,551.0,551.0,0.0,0.0,551.0,551.0,3.1068652999965707,3.1068652999965707,0
